kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,image_path,label
0.16543251,0.3871388,0.13396347,0.4376055,0.13032047,0.3842708,0.16931978,0.52524686,0.15243202,0.40294966,0.3551743,0.6113266,0.36255762,0.3436525,0.64102626,0.63207155,0.60669667,0.24174982,0.60165775,0.42935106,0.5966799,0.3804625,0.73770523,0.60865676,0.72687954,0.4757024,0.5594865,0.7366302,0.5816151,0.23121881,0.9086771,0.68375456,0.88096064,0.40061948,/Users/pallavisumakurmala/Downloads/archive/Malasana/File13.png,Malasana
0.1585493,0.48094723,0.1243304,0.51189137,0.12587564,0.44235998,0.15270367,0.55174625,0.16133812,0.39730865,0.34633732,0.64757156,0.36009416,0.30942747,0.6030754,0.75665987,0.6264248,0.2219421,0.6081773,0.50775003,0.61693686,0.45200247,0.74981725,0.5715611,0.7544853,0.39504537,0.5315157,0.7855877,0.5489517,0.17070332,0.8775005,0.7127039,0.8724172,0.24680316,/Users/pallavisumakurmala/Downloads/archive/Malasana/File9.png,Malasana
0.4870693,0.6388217,0.4433404,0.6832406,0.44136938,0.58710736,0.41163546,0.7293676,0.39152178,0.5190482,0.48280925,0.7990029,0.45167968,0.38459074,0.5202197,0.96855974,0.4699255,0.06030491,0.5248539,0.7977638,0.71472347,0.41058022,0.5525991,0.63468444,0.530326,0.42761147,0.38626754,0.90004003,0.3359066,0.22166012,0.70227164,0.589546,0.7052869,0.41068527,/Users/pallavisumakurmala/Downloads/archive/Malasana/File8.png,Malasana
0.5234331,0.5668474,0.46102557,0.6272518,0.4564143,0.50146013,0.41171312,0.68053454,0.41343576,0.40450773,0.4881704,0.75922513,0.4789937,0.2696357,0.6521174,0.9685383,0.67542994,0.021246454,0.66370916,0.6109098,0.70205414,0.40363556,0.41832966,0.60644865,0.45343918,0.33577666,0.37709987,0.9791273,0.59789467,0.21354972,0.5901694,0.73338675,0.72882956,0.4037618,/Users/pallavisumakurmala/Downloads/archive/Malasana/File12.png,Malasana
0.19598061,0.6899018,0.16425264,0.66312844,0.1644319,0.66018784,0.18484299,0.5751232,0.18390015,0.57347643,0.34906885,0.55499005,0.36152673,0.53764224,0.5845128,0.63444567,0.63473445,0.64665973,0.5364884,0.68422765,0.5599615,0.6914097,0.7720758,0.3236354,0.7970984,0.29189605,0.5900959,0.60386026,0.60016954,0.616731,0.87021744,0.4901111,0.9145841,0.4634752,/Users/pallavisumakurmala/Downloads/archive/Malasana/File16.png,Malasana
0.22215407,0.46956712,0.18260801,0.5023072,0.18598032,0.4349274,0.19524884,0.5525145,0.20201579,0.39937705,0.36871195,0.64185774,0.37548408,0.31670183,0.61129564,0.76867074,0.633489,0.2246111,0.63433015,0.52830255,0.63642395,0.4347827,0.77813524,0.5705478,0.7762136,0.40523273,0.6168643,0.8061073,0.623025,0.17162399,0.9480514,0.75675714,0.9396762,0.25869086,/Users/pallavisumakurmala/Downloads/archive/Malasana/File17.png,Malasana
0.18476522,0.48319694,0.1482029,0.51888263,0.14536728,0.44699425,0.16677837,0.56439555,0.1621636,0.40627366,0.32239774,0.653972,0.32044068,0.31392914,0.58792263,0.7702135,0.64008015,0.18742654,0.49776328,0.7689809,0.6201974,0.20263672,0.68891114,0.5881623,0.6919805,0.3850075,0.48077047,0.82767665,0.45375976,0.16757914,0.85436404,0.711686,0.8523223,0.26267165,/Users/pallavisumakurmala/Downloads/archive/Malasana/File29.png,Malasana
0.14325643,0.3610385,0.11201688,0.3808053,0.1120121,0.38411385,0.12220125,0.4530177,0.11785282,0.4627291,0.293329,0.5059016,0.28978604,0.52908134,0.57979107,0.3686188,0.57908654,0.414482,0.5202558,0.2649655,0.5346483,0.27132186,0.7330295,0.7842282,0.728414,0.75034845,0.45061263,0.42884648,0.5139647,0.53225696,0.9112322,0.5780115,0.90601885,0.56524014,/Users/pallavisumakurmala/Downloads/archive/Malasana/File15.png,Malasana
0.1383647,0.2697047,0.10827437,0.29964232,0.10629979,0.2935852,0.1292829,0.3877953,0.12590212,0.38148114,0.30274844,0.4455341,0.2841307,0.41367906,0.5832164,0.29832348,0.49916422,0.33895633,0.43726736,0.26839837,0.417049,0.27816182,0.7220994,0.69459075,0.67288196,0.6082995,0.5986512,0.35378867,0.5498117,0.3518802,0.9239924,0.56472576,0.7802539,0.45913953,/Users/pallavisumakurmala/Downloads/archive/Malasana/File14.png,Malasana
0.15392374,0.5103407,0.12094398,0.54325265,0.11917141,0.47388622,0.14737773,0.5800272,0.14703816,0.42643806,0.30867776,0.6511307,0.315646,0.3323331,0.5764986,0.80009544,0.59069234,0.22371721,0.5957376,0.5432646,0.60102975,0.45606828,0.7643751,0.58313376,0.76705474,0.41951078,0.5783876,0.8268034,0.5719453,0.15878695,0.93539304,0.7282137,0.92465276,0.31723925,/Users/pallavisumakurmala/Downloads/archive/Malasana/File28.png,Malasana
0.18283689,0.52666396,0.14786707,0.56477,0.14127833,0.49453908,0.1709258,0.6097661,0.1596421,0.4532661,0.361366,0.6934976,0.34140277,0.34692335,0.6580268,0.82046527,0.6237503,0.19546545,0.5543493,0.54884696,0.5525187,0.47421432,0.7292607,0.60914266,0.7193538,0.41974074,0.61592025,0.86789364,0.57287824,0.14153951,0.8771426,0.7297275,0.8642477,0.29341638,/Users/pallavisumakurmala/Downloads/archive/Malasana/File67.png,Malasana
0.26368788,0.50195915,0.23493378,0.5312524,0.22852598,0.47408468,0.25794554,0.5686803,0.24787365,0.43879467,0.41460294,0.63227284,0.40654117,0.3618073,0.62649894,0.7085978,0.616649,0.2799083,0.58327127,0.54849124,0.5853027,0.46452838,0.6923121,0.554211,0.702002,0.43236125,0.5961961,0.7654958,0.5851817,0.21836644,0.81843626,0.64241993,0.8007817,0.34568757,/Users/pallavisumakurmala/Downloads/archive/Malasana/File72.jpeg,Malasana
0.19366203,0.507908,0.16128893,0.54037523,0.15867084,0.47089463,0.1838861,0.5718061,0.18011218,0.41900572,0.34608167,0.6483678,0.35143757,0.34762824,0.5763491,0.75698376,0.6006338,0.25791532,0.5544465,0.5474274,0.5568259,0.4433398,0.7633226,0.58668536,0.7630167,0.41131887,0.52832574,0.8184394,0.5504266,0.1637691,0.8835516,0.7408457,0.89609396,0.23628831,/Users/pallavisumakurmala/Downloads/archive/Malasana/File66.png,Malasana
0.16238947,0.5050124,0.12894946,0.54274404,0.12555426,0.46920595,0.16003938,0.5865763,0.15920126,0.42060816,0.35420144,0.68670195,0.34480393,0.31627157,0.6719885,0.7606708,0.6487283,0.2379716,0.57656056,0.53555036,0.5822875,0.48942143,0.7592703,0.5761811,0.7649722,0.40504223,0.5616455,0.8332794,0.5496272,0.15959266,0.90135854,0.6779125,0.901368,0.29317784,/Users/pallavisumakurmala/Downloads/archive/Malasana/File64.png,Malasana
0.26322222,0.48960516,0.21799223,0.5227815,0.21857157,0.45353672,0.16748057,0.5743773,0.16954385,0.3954422,0.2924766,0.6757922,0.30128875,0.29978654,0.61723864,0.75966084,0.62255967,0.21490338,0.6409719,0.5458617,0.635205,0.3546184,0.59670883,0.6137707,0.5967227,0.39734071,0.6203543,0.85786647,0.6528455,0.099120855,0.8657529,0.67362225,0.89056885,0.3022658,/Users/pallavisumakurmala/Downloads/archive/Malasana/File58.png,Malasana
0.12578864,0.6405205,0.0982898,0.6172235,0.10002463,0.6152111,0.11735847,0.54064035,0.11783069,0.536332,0.27467966,0.5142865,0.28160113,0.5223342,0.5293697,0.5906821,0.54783565,0.6036195,0.40091294,0.61919045,0.39903912,0.6294328,0.69051206,0.36864626,0.6973829,0.36832187,0.67857,0.6896132,0.6713132,0.7174803,0.8699419,0.4040484,0.8866634,0.44115657,/Users/pallavisumakurmala/Downloads/archive/Malasana/File59.png,Malasana
0.17736042,0.52214384,0.13942188,0.55819845,0.13909605,0.48143137,0.17591262,0.6108835,0.18151802,0.4362813,0.35117075,0.70192784,0.3568334,0.35646743,0.5946933,0.8171441,0.5842295,0.22269642,0.53232193,0.5568174,0.53327733,0.47064292,0.79639316,0.6144432,0.7958665,0.4498981,0.5871049,0.83571935,0.5946189,0.1718786,0.94200003,0.74069715,0.9283987,0.31963128,/Users/pallavisumakurmala/Downloads/archive/Malasana/File65.png,Malasana
0.062484633,0.7419688,0.02868019,0.7171475,0.030693179,0.72089404,0.045591332,0.6298551,0.045272343,0.6393437,0.260096,0.56585634,0.2688928,0.5773833,0.5258156,0.65689784,0.68736815,0.80362535,0.52444625,0.7713238,0.51821387,0.7692455,0.75097454,0.26353216,0.80671847,0.20935577,0.5182926,0.6227472,0.52347195,0.6275977,0.9089758,0.4740141,0.931414,0.45735043,/Users/pallavisumakurmala/Downloads/archive/Malasana/File49.png,Malasana
0.18503177,0.48757756,0.14830764,0.5241628,0.14555335,0.45044512,0.16550073,0.56858885,0.1611724,0.41077682,0.32507244,0.65788054,0.32468528,0.32140955,0.56241596,0.7348795,0.55794835,0.23050949,0.667823,0.78242916,0.5751409,0.21833518,0.68353623,0.5931361,0.6885962,0.39340734,0.4801184,0.80400103,0.5092628,0.26097214,0.8819258,0.7208644,0.87478256,0.27130613,/Users/pallavisumakurmala/Downloads/archive/Malasana/File61.png,Malasana
0.08956389,0.48671445,0.05805192,0.5141127,0.0566948,0.45834845,0.071699545,0.55712485,0.0738247,0.41952533,0.24690543,0.64097375,0.24708149,0.34171772,0.4621323,0.7818755,0.46633705,0.22602764,0.44626427,0.56892693,0.45555207,0.47641814,0.61709875,0.5627465,0.61971694,0.4040434,0.4523645,0.83656615,0.44044405,0.14641058,0.76917815,0.6511365,0.78185004,0.31590787,/Users/pallavisumakurmala/Downloads/archive/Malasana/File69.jpeg,Malasana
0.24250546,0.49092865,0.20225978,0.52548665,0.2018846,0.45382512,0.2068806,0.56866133,0.20389777,0.40930888,0.3683339,0.64655674,0.37199217,0.3148713,0.63855374,0.7804434,0.64113677,0.21281663,0.65487707,0.5336103,0.65500665,0.45279977,0.7380552,0.5770719,0.7424151,0.39166492,0.5714667,0.82658905,0.6027374,0.16946243,0.8762817,0.69666004,0.88716686,0.30388722,/Users/pallavisumakurmala/Downloads/archive/Malasana/File60.png,Malasana
0.1605254,0.5247816,0.12115146,0.5564399,0.121744744,0.48834988,0.14611325,0.5998168,0.1480181,0.45258147,0.35125396,0.67623943,0.3520021,0.36777887,0.64700615,0.85012007,0.63779217,0.19624762,0.57560384,0.58608794,0.58120185,0.4944188,0.75021744,0.6087371,0.7522893,0.44117528,0.61962223,0.8571304,0.5871016,0.17693391,0.90058887,0.68846244,0.8999716,0.34801686,/Users/pallavisumakurmala/Downloads/archive/Malasana/File48.png,Malasana
0.14265198,0.49683374,0.113305196,0.4877932,0.115709625,0.507336,0.14330178,0.43176588,0.14844868,0.53604984,0.30978867,0.31387073,0.3198251,0.6528967,0.57407105,0.29162377,0.5437997,0.75878114,0.40831682,0.41141018,0.46129054,0.7569997,0.9145493,0.35586497,0.7832135,0.605773,0.47296166,0.40440577,0.4754952,0.66392493,0.7442399,0.47971964,0.7548803,0.5865442,/Users/pallavisumakurmala/Downloads/archive/Malasana/File62.png,Malasana
0.37173343,0.49819273,0.3510443,0.51707333,0.35098636,0.48111737,0.35927325,0.5452985,0.35875958,0.463919,0.44932494,0.6079619,0.43856663,0.40828586,0.58362067,0.6366511,0.5692894,0.3713287,0.56848556,0.5055901,0.56496096,0.4840305,0.6706106,0.55235434,0.6601428,0.45831478,0.49747407,0.6485987,0.49685034,0.35512763,0.67458963,0.58552694,0.6645479,0.5668316,/Users/pallavisumakurmala/Downloads/archive/Malasana/File73.jpeg,Malasana
0.18115102,0.5614472,0.14228436,0.59118646,0.1430342,0.51762736,0.1794241,0.6349347,0.19019768,0.45804083,0.3983423,0.73305696,0.40158945,0.33022904,0.7243855,0.8794817,0.7496476,0.2195298,0.76510257,0.6075759,0.7622359,0.49018174,0.8359455,0.61242384,0.8480723,0.3974343,0.71010876,0.9296069,0.65739655,0.08030448,0.9595195,0.79867977,0.96413624,0.20654355,/Users/pallavisumakurmala/Downloads/archive/Malasana/File63.png,Malasana
0.5761965,0.4999432,0.5905998,0.48264143,0.59114575,0.4848976,0.58743733,0.39912003,0.5882634,0.40065348,0.4739111,0.38835093,0.46513924,0.36833483,0.53011316,0.69244236,0.5429989,0.631461,0.8000424,0.5955076,0.7818064,0.598735,0.059572037,0.5831177,0.06605296,0.5848651,0.47155684,0.59124994,0.46556792,0.57263803,0.88002414,0.55749416,0.85839623,0.546437,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File52.png,Uttanasana
0.6108247,0.5363472,0.6435403,0.5133664,0.6280179,0.52395856,0.62827116,0.47000322,0.6183624,0.47083208,0.53884417,0.45612764,0.5050351,0.48729342,0.7098466,0.49006355,0.6981703,0.54302883,0.94088477,0.52291596,0.86516285,0.58365226,0.06910659,0.5735909,0.07063731,0.58103704,0.5157531,0.57611215,0.5050807,0.5802636,0.9603805,0.52106893,0.8715982,0.5824293,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File46.png,Uttanasana
0.6610701,0.43992803,0.6692873,0.43458098,0.6668103,0.4309234,0.6584786,0.40252322,0.6569445,0.400231,0.6029793,0.39848393,0.595507,0.38656843,0.69242966,0.486018,0.68466616,0.4799206,0.8083689,0.48353517,0.784261,0.47865614,0.40964127,0.5092269,0.40900344,0.51495427,0.6291741,0.47644478,0.6213628,0.47701514,0.8122925,0.47989115,0.79020524,0.4868117,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File66.jpeg,Uttanasana
0.67198837,0.45564026,0.6847665,0.47158918,0.68263435,0.46977675,0.65975636,0.53538513,0.65653694,0.53219736,0.56844693,0.54108274,0.56951565,0.5647788,0.7008815,0.4072116,0.71375275,0.38480538,0.8643052,0.40552482,0.8835108,0.4050706,0.21367465,0.34491897,0.21616583,0.34954628,0.5623918,0.3984234,0.5691017,0.39829576,0.86759317,0.398255,0.89170504,0.39123452,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File70.jpeg,Uttanasana
0.6650423,0.48891562,0.68611187,0.4977026,0.68571925,0.4997661,0.67401975,0.59140956,0.66740984,0.59343356,0.53372467,0.5487725,0.5378586,0.60764694,0.6229212,0.33308953,0.6434319,0.31859297,0.82863086,0.3729248,0.85233796,0.37355265,0.10528399,0.396255,0.10589343,0.38531992,0.49389482,0.43761024,0.5102156,0.41120356,0.8736769,0.38138196,0.8924903,0.38389778,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File47.png,Uttanasana
0.2933938,0.16265148,0.25425804,0.14656797,0.2618907,0.14781824,0.1721149,0.20285296,0.18058228,0.19922212,0.22155729,0.3745608,0.20662674,0.38418305,0.50857335,0.41240153,0.50469863,0.41995198,0.7425592,0.41450593,0.7280885,0.41638944,0.13501744,0.8147863,0.13391301,0.8070799,0.56116784,0.8110795,0.56565124,0.82873845,0.9375435,0.7967756,0.91777897,0.7880706,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File53.png,Uttanasana
0.6400112,0.50031894,0.66005576,0.4776971,0.6568352,0.4805132,0.6314164,0.3953147,0.62727153,0.39831924,0.5010325,0.4063115,0.4812492,0.46596012,0.6939165,0.62944186,0.65152335,0.6208417,0.9670235,0.6631488,0.8188019,0.5826079,0.09365456,0.64538485,0.09289655,0.6455857,0.5110201,0.6196084,0.50262177,0.6123579,0.95479584,0.6647616,0.82108283,0.633138,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File45.png,Uttanasana
0.62173295,0.4832586,0.640803,0.4658361,0.63342315,0.46516925,0.6201366,0.3955837,0.62206566,0.3906325,0.50288695,0.3852352,0.4863587,0.44438788,0.6952317,0.5850084,0.69104356,0.58986783,0.82916445,0.6655382,0.8289439,0.6655822,0.08562895,0.64101064,0.08498403,0.6455027,0.53110325,0.5513996,0.51299334,0.56109357,0.8485937,0.6641923,0.8492931,0.6657846,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File51.png,Uttanasana
0.40921223,0.7494034,0.3908642,0.77547204,0.3948818,0.7753054,0.30818513,0.7926487,0.32445815,0.7906656,0.19240294,0.6476206,0.29731894,0.64830494,0.5239301,0.5852985,0.61734664,0.5972631,0.68640155,0.67962635,0.6995498,0.6894506,0.09497695,0.2258179,0.11655244,0.14465165,0.5655941,0.29510358,0.5800681,0.315825,0.7597345,0.24519156,0.81101483,0.2668055,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File50.png,Uttanasana
0.602258,0.5598278,0.61549807,0.56494737,0.6149608,0.56713635,0.58729255,0.6493841,0.58711076,0.645916,0.4586761,0.66333354,0.4723556,0.6662582,0.5910139,0.41814613,0.5958136,0.36725852,0.8176502,0.44167465,0.83362234,0.4349593,0.103265546,0.37369508,0.104777336,0.36177227,0.4861469,0.47752774,0.50441813,0.4763468,0.8685216,0.4523993,0.9177544,0.47478813,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File44.png,Uttanasana
0.69046235,0.45901555,0.7178981,0.43213093,0.7146603,0.4366406,0.6936721,0.33944044,0.69190973,0.3477686,0.5685233,0.35679612,0.5382254,0.36028907,0.7298864,0.616156,0.6585097,0.54101133,0.92511046,0.5576736,0.8615481,0.55050606,0.0893089,0.6130245,0.09624191,0.6055009,0.51878107,0.64729065,0.5147464,0.6365986,0.9001152,0.70145583,0.8570916,0.5715167,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File40.png,Uttanasana
0.29714125,0.842962,0.2683017,0.86996245,0.26685923,0.8676042,0.1960675,0.83801025,0.19545305,0.8421247,0.17414024,0.6444161,0.21073543,0.65865743,0.39546975,0.43637973,0.40990376,0.43879998,0.5973228,0.3405027,0.6192277,0.33510047,0.1860287,0.18569377,0.2068617,0.18442282,0.57506156,0.27200004,0.60565096,0.28751707,0.8681463,0.3267879,0.91253203,0.3198998,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File54.png,Uttanasana
0.53717494,0.5381338,0.55207443,0.54334724,0.55299896,0.5447156,0.5396787,0.6221758,0.5393288,0.6264253,0.4217752,0.6629183,0.42443228,0.6822343,0.7075381,0.5976894,0.71686757,0.61106807,0.8751313,0.61991704,0.9393642,0.6326965,0.13200441,0.32282335,0.13305631,0.31680697,0.52979666,0.35967356,0.52507764,0.36618006,0.86602664,0.38881296,0.8709733,0.3833488,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File55.png,Uttanasana
0.39757332,0.7459837,0.37696838,0.7707336,0.37640366,0.7735156,0.29579684,0.7635836,0.2972726,0.76914454,0.24818534,0.6147968,0.27244613,0.61799407,0.47798103,0.44723535,0.49948117,0.45251903,0.6918378,0.3389293,0.73294413,0.32291162,0.101365685,0.19810472,0.1147642,0.1802074,0.48657668,0.30034524,0.49893326,0.31024608,0.80133146,0.28351727,0.9059145,0.30128548,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File41.png,Uttanasana
0.5464546,0.2365793,0.5206809,0.22356054,0.52646935,0.22098815,0.45204657,0.25841802,0.4593619,0.2511436,0.46612936,0.41886958,0.39744574,0.40792358,0.69271183,0.5916796,0.62784815,0.5821089,0.93109834,0.64426905,0.8034451,0.6282059,0.10389491,0.79354423,0.101258956,0.7777478,0.5336119,0.70477283,0.503338,0.6945033,0.8880737,0.6772361,0.8269007,0.68844163,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File57.png,Uttanasana
0.51500887,0.81294346,0.48585242,0.8284209,0.48157245,0.8182225,0.4055847,0.7747582,0.40256298,0.7489087,0.42036077,0.6873488,0.39889044,0.55368936,0.6730796,0.67027706,0.7075567,0.51298875,0.886737,0.67603517,0.95163465,0.5011171,0.109115645,0.285777,0.097461,0.17412624,0.5263264,0.30503422,0.5068703,0.24042629,0.8362169,0.32634437,0.84978503,0.31387895,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File43.png,Uttanasana
0.64512706,0.5285697,0.6516673,0.5310434,0.6539568,0.5357437,0.64396095,0.574972,0.6375089,0.58031154,0.54897565,0.5924988,0.5508796,0.6119853,0.5768349,0.42665923,0.58539116,0.4061085,0.704343,0.4793161,0.7205558,0.47387654,0.24461631,0.53829956,0.2486143,0.550698,0.5235355,0.49133632,0.5270181,0.4943809,0.7205751,0.47964677,0.73456854,0.47251105,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File71.jpeg,Uttanasana
0.5661867,0.4960142,0.57752055,0.5043551,0.57710856,0.5038173,0.5648251,0.55082035,0.5617403,0.54371214,0.49060056,0.56998205,0.4922119,0.56735504,0.52092296,0.41500565,0.5323496,0.3976563,0.65813214,0.4225667,0.69938487,0.42979676,0.26038504,0.43948442,0.2604866,0.42585456,0.50318575,0.43545708,0.5076801,0.43616986,0.708297,0.43618077,0.7317554,0.42566878,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File67.jpeg,Uttanasana
0.19026653,0.17160764,0.15683872,0.16891252,0.1568072,0.16858326,0.123061806,0.2366505,0.11604127,0.23100415,0.19896954,0.35739595,0.1763443,0.3746841,0.43337128,0.40352005,0.424474,0.41431326,0.66348875,0.3876234,0.6465592,0.40652835,0.2199053,0.76951885,0.21756122,0.76507115,0.5780884,0.68355775,0.58196276,0.6808778,0.94742036,0.7166749,0.9362234,0.7178707,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File42.png,Uttanasana
0.51415837,0.50682807,0.5292126,0.51707304,0.5304723,0.520422,0.5211607,0.5970676,0.5184926,0.6007254,0.46024597,0.60518783,0.44600058,0.6789539,0.7195866,0.54297185,0.7430665,0.57649815,0.88532686,0.5228057,0.9633934,0.5568168,0.08679118,0.38188583,0.089431375,0.38110274,0.5003674,0.4245473,0.48977286,0.4048795,0.89522475,0.5039891,0.9581989,0.5475296,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File56.png,Uttanasana
0.5399459,0.528458,0.5466151,0.5421321,0.5484959,0.54132247,0.52035064,0.5974585,0.5240308,0.59530234,0.44603205,0.53345084,0.45780498,0.60843813,0.6714921,0.46355435,0.6865549,0.48257038,0.83044624,0.43486494,0.9226548,0.4470907,0.089296296,0.39487275,0.09557425,0.41500556,0.48025268,0.4364706,0.48263383,0.43742633,0.84540814,0.4284014,0.91358966,0.43574554,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File31.png,Uttanasana
0.6211833,0.50885516,0.6389089,0.52353257,0.6459013,0.5312122,0.60596335,0.598578,0.6021685,0.6007799,0.48102033,0.5682914,0.48524714,0.6279061,0.6966634,0.48682678,0.7304508,0.5220777,0.88545126,0.48821288,0.9631733,0.5487701,0.082932755,0.36227047,0.08591975,0.36509347,0.5219666,0.3540902,0.51852536,0.35692358,0.8898035,0.36187387,0.8943957,0.318624,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File25.png,Uttanasana
0.64226925,0.53409404,0.662527,0.5131432,0.6603172,0.5181923,0.6495633,0.41504452,0.6504053,0.42823574,0.5241799,0.45464882,0.5071999,0.49529386,0.7043884,0.64809215,0.6846566,0.6410221,0.9163563,0.61425424,0.8704631,0.5979977,0.043788712,0.5319349,0.04644192,0.58380413,0.5073292,0.59531057,0.50824976,0.5953163,0.9225712,0.6107147,0.9042463,0.60986704,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File19.png,Uttanasana
0.72082317,0.5084865,0.74101204,0.5353901,0.7370414,0.5380136,0.6913687,0.6179276,0.68032026,0.61524856,0.53116834,0.5842233,0.5215819,0.5446241,0.60688347,0.38632542,0.5766891,0.25968626,0.81368417,0.33540082,0.81459963,0.28960967,0.06575231,0.37706113,0.05511874,0.36128652,0.49700043,0.39264756,0.50399405,0.36820957,0.90847874,0.39020404,0.9129635,0.36218768,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File3.png,Uttanasana
0.61226124,0.58349407,0.62782615,0.61526674,0.62440693,0.61537755,0.572225,0.6799778,0.57463795,0.6758465,0.45791158,0.6414694,0.4757933,0.65585136,0.6651071,0.56480634,0.7448832,0.57939255,0.75481176,0.56236076,0.7002202,0.6059767,0.08581015,0.35146248,0.09211415,0.3388862,0.5299784,0.3644217,0.5347419,0.364967,0.86515254,0.3635471,0.88613284,0.35715693,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File2.png,Uttanasana
0.62860525,0.41122767,0.64055514,0.38947994,0.6386612,0.39358503,0.60672665,0.32773668,0.60808086,0.3311176,0.50477725,0.3352949,0.46969002,0.35587454,0.72499627,0.5392809,0.67118084,0.53945434,0.9507537,0.57687914,0.83467335,0.55699563,0.10673085,0.5934931,0.11103791,0.6016133,0.5235924,0.5939826,0.51056606,0.5897238,0.92511934,0.61612535,0.8669535,0.61894524,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File18.png,Uttanasana
0.6722475,0.5096947,0.68867105,0.523413,0.6831226,0.5198429,0.65553397,0.5593595,0.64573306,0.54505813,0.51609516,0.5472457,0.52923286,0.5560714,0.6847482,0.43736622,0.69213694,0.42475992,0.86280286,0.44820112,0.860847,0.44877347,0.08055549,0.45926377,0.07959403,0.44949633,0.5136242,0.47488362,0.5198728,0.44658753,0.92235273,0.4842374,0.9303416,0.48700628,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File24.png,Uttanasana
0.48808715,0.21353732,0.45464045,0.20784704,0.46036732,0.2052437,0.3925683,0.27341133,0.39447457,0.26064,0.4077649,0.41016227,0.39274344,0.4074512,0.69945586,0.48859584,0.68230194,0.4676782,0.93127507,0.5075759,0.89007133,0.4991691,0.0936411,0.787624,0.10240742,0.76774067,0.5278181,0.7393265,0.523934,0.7333266,0.89348805,0.6862242,0.8786687,0.68353677,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File30.png,Uttanasana
0.70365804,0.45265135,0.7297806,0.43071613,0.7261428,0.43602738,0.701709,0.33767426,0.69843817,0.34586555,0.5747551,0.34989747,0.5526985,0.35668838,0.7438091,0.6155168,0.68004245,0.51464754,0.9460973,0.5495881,0.86783284,0.5433278,0.09801545,0.6034607,0.09859061,0.60167277,0.52236706,0.6372569,0.5187653,0.6281601,0.90229785,0.71616757,0.8643726,0.54973954,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File26.png,Uttanasana
0.50736654,0.4045603,0.5206909,0.3861069,0.52210295,0.39677116,0.47571608,0.38372624,0.48429593,0.38008237,0.35582852,0.37035638,0.34143907,0.3779729,0.5913942,0.45659566,0.57067066,0.46192342,0.7120089,0.48951918,0.68190217,0.47980857,0.06482315,0.5751426,0.06698526,0.5827012,0.4672285,0.49225602,0.44683215,0.5486362,0.84327954,0.4947484,0.8592803,0.50333375,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File32.png,Uttanasana
0.43906373,0.20729849,0.41062495,0.19463935,0.41326225,0.19315235,0.34117395,0.24594396,0.34293967,0.23831457,0.3509937,0.41791856,0.3435465,0.40383953,0.61665666,0.513644,0.6014847,0.5035106,0.83648294,0.5455103,0.80977815,0.539353,0.119835526,0.83036375,0.12604997,0.7833016,0.49141455,0.76776123,0.5068029,0.7248208,0.8778405,0.68565977,0.86390346,0.68587273,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File1.png,Uttanasana
0.65354115,0.51796925,0.67002213,0.49660248,0.66965616,0.49923778,0.628313,0.4141299,0.63547355,0.41716754,0.49894783,0.45796597,0.4794138,0.463659,0.6916002,0.68159723,0.6667692,0.6564506,0.9101662,0.6627656,0.8912287,0.630963,0.049591925,0.5958065,0.049897086,0.594188,0.49723804,0.65212643,0.4593646,0.60962695,0.91558456,0.658512,0.9032866,0.63962376,/Users/pallavisumakurmala/Downloads/archive/Uttanasana/File33.png,Uttanasana
